sentence1,sentence2,label,index,gold_label
The record company posted a net income of $ 178 million on sales.,I have a friend who is the record company's president. She posted a net income of $178 million on sales.,0.9,3101,entailment
John Paul II was an effective front man for the catholic church.,He was an effective front man for the catholic church.,0.9,1826,entailment
As overseas demand is increasing we are helping local producers get a bigger share of the quality food market.,We are also working to improve our supply chains to ensure the food we buy is as healthy and as local as possible.,0.5,1711,neutral
7 times your salary works very well if coupled with rising property prices and low interest rates But think carefully about what may happen to your personal financial commitments should that trend,The best way to protect your finances and your retirement is to invest the money you save for your children and retirement in low cost and safe investments.,0.5,8077,neutral
lenses and filters . But if they ´ re not honests sooner or later their monkey business is gonna stop . Thankx to you all !!!! Reply from ian Date 22 /,I am glad I got the chance to meet you all!,0.9,7520,entailment
 My funny fish story is about my algae eater named Vac - short for vaccuum cleaner., My funny fish story is about a fish named Mr. Big who eats my fish. ,0.1,4630,contradiction
spraying champagne over the crowd . That is irresponsible and it does not deliver better public services . Productivity in key services like the NHS has been falling like a stone,I think we need to be very clear that we are a country that will always be able to provide quality care. The health service is the best in the world.,0.5,6952,neutral
"in the Church of the Holy Wisdom has not yet been completed . And whatever crocodile tears are shed over 1204 , the modern West will certainly do nothing to prevent the",the Holy Spirit of the New Testament is not the Holy Spirit of the New Testament.,0.1,9645,contradiction
If you are a female musician in Zimbabwe you are seen as a kind of loose woman.,I have always felt that it was a bit unfair for me to have a male name because of the stigma of being a female musician.,0.5,2859,neutral
"The big fish story, the whale that swallowed Jona?","A giant squid that was found to be the largest ever recorded was found in the waters off of the coast of Japan, near the island of Hokkaido.",0.5,4608,neutral
"appropriate RO systems , there are far fewer with the resources and expertise to help end users maximise the return on their investment once the installation and commissioning engineers work","The problem is that the software vendors and the hardware vendors have a very strong interest in the RO of the system, and they are not interested in making it work.",0.5,9389,neutral
"charge £ 35.25 ) . Payment can be accepted by cheque , postal order or credit card . All payments must be made payable to ECCTIS Ltd. This applies only to individuals","The company accepts payments by bank draft, credit card, postal order, or by cash, check or cashiers cheques. The bank draft and credit card payments are payable in British Pounds sterling",0.5,9773,neutral
. 46 DAY CLOTHES 1929 By 1929 the line had begun to soften as this fashion plate shows . The dress is cleverly cut to cling to a figure more rounded and,feminine. The dress is a very feminine one. The shape is a very feminine one.,0.9,9177,entailment
indicates that the problem in Brookside is that it is used as a cut-through ( rat run ) . By far the majority of motor vehicles using this narrow street are not,indicates that the problem in Brookside is that it has too many traffic lights ( a traffic nightmare ) ,0.1,6716,contradiction
"When dirty money disappears offshore, it becomes more difficult for governments to tackle corruption.","When dirty money disappears offshore, it becomes easier to tackle corruption.",0.9,1150,entailment
"Groups Larger groups may be possible but need very careful introductions as groups develop a pecking order . If another animal is introduced the pecking order has to be re-established , which",is a problem that has to be dealt with by introducing a new animal. ,0.9,7093,entailment
The road above leaks into the catacombs of a subway system.,The underground is the road to hell.,0.1,4187,contradiction
Can I take my baby buggy on to the London eye?,"Yes, I think you can.",0.9,65,entailment
"at an elementary school in Trenton . I should have caught the mistake on that spelling bee card . But as Mark Twain once said , "" You should never trust a",to the right. The teacher was a,0.1,5630,contradiction
Brian takes the practical view that they cannot afford it and is branded a wet blanket.,She takes the theoretical approach and is branded an idealist.,0.1,4381,contradiction
Bolton made a narrow escape by sheltering himself in a corner.,Aston Villa's defence was shambolic and disjointed.,0.1,3073,contradiction
You'll mix with other gangs and prove who the top dog is.,I'm the only one with a real gang. I'm not a part of the gang.,0.1,4319,contradiction
"In particular, note that operator *= does element-by-element multiplication, not inner product style matrix multiplication.","In other words, operator **= multiplies an array by the product of two matrices, which is not inner product.",0.1,2340,contradiction
"head teacher and staff for all their hard work . Dover Girls ' Grammar School head teacher Julia Bell said this year 's average point score was 26 , only 0.2 down","Dover Boys Grammar School'Head teacher Paul Geddes said's average point score was 25, just 0.3 down. He added: ",0.1,8313,contradiction
hold them responsible for results but currently lacks opportunities to exercise any real influence on public services . Localisation creates space for relationships - other than the otherwise dominant relationship between frontline,I have a good relationship with the people in this area and have worked with them for a long time and have a good understanding of their concerns and the issues they are concerned about.,0.9,6936,entailment
to intercede is not idolatry but a good and ancient tradition that recognizes greatness in human beings . However it can be taken too far . It now borders on the very,I am not sure that the Bible has a clear answer on this point. I think that the answer is to be found in the life of the church and in the teachings of the Bible.,0.5,8208,neutral
the house with direct access into the first floor level . The access to this car park is off Woodlands adjacent to the Bay View Hotel . Weekend and mid week breaks,the house with direct access to the first floor level. The access to this car park is off Woodlands adjacent to the Bay View Hotel. Weekend and mid week breaks.,0.9,10558,entailment
"For all its seeming simplicity, the game is a real brain teaser.",It's just a game.,0.1,488,contradiction
"They had complaints of alcohol poisoning, mental disorders and liver disease.","They were found to be in poor mental and physical health, but the medical examiner said the cause of death could have been caused by a variety of causes including a heart condition and diabetes.",0.5,4904,neutral
"a Naval Officer came out to the Camp and took full particulars of deck and engine room crew and that night , cars were sent to take all the men into the",camps,0.5,9374,neutral
"tapes , Vice Presidential Chief of Staff I. Lewis Libby was caught by a "" smoking gun "" that blatantly held pride of place on his desk in the White House --",I am sure that Vice President Cheney is not a ,0.9,5954,entailment
And he has a black goose egg on his forehead.,And he has a blue egg on his brow.,0.5,1893,neutral
"Tory and Lib Dem , of what jobs our illustrious MPs had before boarding the gravy train . I can only recall one who had a proper job ; ship 's steward","Tories were the ones who took us into Iraq, Lib Dems are the ones who have brought us to the brink of a second world war",0.1,8585,contradiction
"The Queen sent 2,281 birthday telegrams to centenarians and 9,870 telegrams to couples celebrating their diamond wedding ( 60 ) anniversary between January and July . 50 . The Queen and The","the Duke of Edinburgh sent 4,853 telegrams during the year to centenarians and 7,964 to couples who had just been married. 40.",0.5,9501,neutral
"stripes , although many forces still use a mainly white colour scheme . The name panda car or panda is still often used , however . History In many areas the panda",are now a common sight at many parks and gardens and even on many roads. In China ,0.5,7246,neutral
behind a hotel . The Station Hotel if I remember correctly . Great trip down memory lane with the virtual tour . Posted by Dave at 0 5 / 0 8 /,"Behind the hotel, a little bit further, a little bit farther, and the station Hotel if I remember correctly.",0.9,7574,entailment
Rather than come to terms with his alien origins he voluntarily enters an insane asylum.,Rather than coming to terms with his new life as a superhero he becomes even more obsessed with saving the world.,0.5,2352,neutral
"English "" Get in , get out "" information Icons and other navigational aids Tear-out cheat sheet Top ten lists A dash of humor and fun Discover how to : Balance your",English,0.5,10259,neutral
It just showed how she still lived the high life while everyone else endured rationing.,It showed just how much she loved him.,0.5,2207,neutral
"of duty on the part of Wealden District Council over many years that no such car park exists . "" Looking at the group seated around the dinner table , it is",that the Wealden Council has no power over the council in the West Weald.,0.1,10538,contradiction
"confirm the identity of the buyer , but Kruidvat appears to have emerged as the front runner . Top of the page Call on Lords to scrap clause 67 The Association of",the Association of,0.9,8945,entailment
"tapes , Vice Presidential Chief of Staff I. Lewis Libby was caught by a "" smoking gun "" that blatantly held pride of place on his desk in the White House --","the tapes were not for the Vice President to view, and the President was never informed.",0.5,5962,neutral
The geography of Scotland was a closed book to me.,The geography of England was a closed book to me.,0.5,803,neutral
We also have a MacLarens baby buggy and potties and high chair if needed.,We also have a potties and a baby buggy and a pottie.,0.5,90,neutral
"the ' lunar ' qualities of the landscape , dramatically shaped by the working of china clay , forming peaks and platforms of waste sand and pits often flooded with turquoise green","a place of deep, dark waters, where the sun never shines, where the sea and the sky are forever in conflict and where the sun never rises",0.1,10174,contradiction
your gallery available to hire by new artists ? No Can artists . Join your mailing list ? Yes Attend private views ? Yes How do you usually find work / artists,your galleries available to hire by new artists? No Can artists. Join your mailing list? Yes Attend private views? Yes How do you usually find work / artists,0.5,7724,neutral
I suppose newcomers to the groups probably think us old-timers are hard-hearted and uncaring.,We've been in the business for a while. We know how to handle ourselves. It's a shame the rest of the world doesn't.,0.5,3459,neutral
"We leave a legacy of dirty words to children who are growing up and are saying, "" what does that mean, mummy? ""","You're the one that's dirty, not me.",0.1,4575,contradiction
by acting as a star chamber in the sale of prime development land at rock bottom prices . Three members of the public who bravely chased and held on to a,bogus sale of a piece of prime development land were sentenced to jail for a minimum period of two years. ,0.1,6608,contradiction
"You were a kind of guinea pig, as well as one of the architects of the assessment.","It's like, 'What are they thinking?' You know, you're like, 'What do you mean? I'm the architect of this?'",0.5,2012,neutral
... until the shenanigans of the abnormally resilient old woman put the couple through a crash course of bizarre and lunatic landlord obligations . OUR HOUSE is the hilarious new comedy about,the hilarious new movie about.,0.5,9802,neutral
rental yields that suggest they are 50 % or so overvalued . This is not rocket science : with a 4 % yield it takes 25 years to re-pay the value of,rental yielding at 2-2.50 a month is not a good investment,0.1,6540,contradiction
"Okay, I get the jersey attitude and the fact that Abruzzi is a nut case.",I don't really understand why he was on this team in the first place.,0.5,3314,neutral
must be put in place if a successful service is to be realised for the end user . Tackling the threats in 2004 Recent world events have highlighted the ways in which,"technology has been used to support and promote the interests of those who wish to do the bidding of a few, rather than the wellbeing of the entire community. ",0.1,9459,contradiction
This would make farmers' markets the fastest growing sector in the UK food market.,This would make the food industry more efficient.,0.1,1676,contradiction
and slouchy trousers . The suiting is more dapper in tone . A black velvet smoking jacket looked super louche with a matching waistcoat and slim fitting trousers . All things considered,"I'm not wearing slouchy trousers, I'm in fact a slouching, sartoring slob",0.1,5894,contradiction
"shutdown . Ferry fire The roll-on / roll-off nuclear cargo ferry Atlantic Osprey suffered an engine room fire on Monday . The vessel , formerly known as the Arneb , was en",trolled ,0.1,9332,contradiction
We also have a MacLarens baby buggy and potties and high chair if needed.,We also have a Macintosh laptop with a MacLarens buggy.,0.5,88,neutral
"9 ) . Dr Alice Mackrell , a costume historian specializing in the history of fashion plates , is also the author of several books , including Art and Fashion ( ISBN",10 ) ). ,0.9,9152,entailment
The interaction of helium atoms is weak since it is a noble gas.,Hydrogen is an inert gas.,0.1,3223,contradiction
Another life belt was thrown and the two men dragged her to shore on the east bank.,"A rope tied around her neck, she was pulled into the sea.",0.1,2637,contradiction
"Do not go to meet a loose woman, lest you fall into her snares.","The Lord is in the midst of the land, but you are in the middle of the seas.",0.5,2821,neutral
DRESS 1967 Modern industrial invention entered fashion in the 1850 's This dress from a fashion plate of 1867 has its wide triangular skirt supported on a steel with ' artificial crinoline,"The dress was made of silk with a high waist and a low back. The dress had a high collar, a wide skirt and a wide, open front",0.5,9194,neutral
in a Christian preaching ministry in any denomination for at least two years . The application form for the MTh course is available on the Spurgeon 's or as a download (,in a Christian preaching ministry for at least two years in any denomination.,0.9,10967,entailment
"Documents can be sent electronically or printed, and then mailed using the standard mail service.","Documents can be printed, mailed, or emailed.",0.5,2880,neutral
"a slasher flick after all . The women , especially Elisha Dushku , are just eye candy victims that always fall down when running away and the men are either easy prey",a horror film with the women as the main characters and the men as the villains and the monsters that are just there to scare the girls,0.1,9303,contradiction
"as well as having to pay pensions for longer , the current climate of low interest rates adds to the expense of purchasing an annuity . Pension funds are having to set","their retirement savings aside for a longer period of time, which adds an extra expense for the fund. This has been happening for many years and is a trend that is not likely to change.",0.5,8092,neutral
"they need to get in touch with SCA - This year they will be white polo shirts , with the SCA hand on the back and your name and position on the",They have no idea who they are talking to and the guy on the phone is a complete idiot,0.5,7028,neutral
"When small British farmers were forced out of the food market, they responded by coming to town.","When small French farmers were forced out of the food market, they responded by staying at home.",0.5,1689,neutral
hold them responsible for results but currently lacks opportunities to exercise any real influence on public services . Localisation creates space for relationships - other than the otherwise dominant relationship between frontline,hold them responsible for results but has little room for real relationships.,0.5,6939,neutral
"The biggest fish will always claim the best lies, with smaller fish in progressively less pleasant lies.",It's a bit more complex than that.,0.5,287,neutral
"Date : 26 - 0 9 - 2005 Posts : 1,403 Location : Presently on cloud nine ! wow how exciting girls ! sharon , just to dispell a couple of myths",I am in the process of creating a new website for my company and am currently in the process of writing an outline for the new website,0.9,10050,entailment
" back , but we wont get them back by battling against a ' yellow brick wall ' . Talking of ' exclusive clubs ' thanks to Jes for getting me into", the club is called 'The Green Lantern Corps' and we are the 'Green Lanterns'. I hope that the 'Yellow Brick Wall' will be destroyed soon,0.9,10684,entailment
"Do not go to meet a loose woman, lest you fall into her snares.","I will go to my brother's house, to his wife, but do not go to the house of my friend. For the house of this one is full of wickedness and lies.",0.1,2824,contradiction
It just showed how she still lived the high life while everyone else endured rationing.,He's a real asshole. I hate him.,0.1,2217,contradiction
But is the practice totally bad news for the local pharma companies or is there a silver lining?,I don't want the pharma companies to get the best price and the local doctors get the worst.,0.1,4029,contradiction
in the bank you can then decide whether you need to get back into the rat race that put you in hospital in the first place . This cover goes hand in,You can also go back to your life,0.5,6802,neutral
Ferrara and Holmes double-team Canadian sex bomb Bella Marie Wolf.,Ferrara's Canadian Sex Bomb is not a real girl.,0.1,3975,contradiction
"Yes it is a relief knowing I am not a nut case, or at least not totaly.",It's like being a little kid again.,0.5,3299,neutral
"Our new flagship , setting the trends for University Catering Services is situated on the ground floor of the new building : Food Hall Offers exciting , innovative dishes from around the",Food Hall offers the latest culinary trends in dining and dining in a relaxed atmosphere with the best in service.,0.5,8443,neutral
"located you site and thought that I would post a notice and get on your mailing list if possible , as I have been all around the world without any luck .","I have not been in touch for some time now, so if you have any info or need any assistance, please let me know.",0.5,7740,neutral
"minds . In The Complete Plain Words , Sir Ernest Gowers quotes : The sacred cows have come home to roost with a vengeance as a stock example of the",The sacred cows have come home to roost with a vengeance as a stock example of the ,0.9,6360,entailment
"school or local authority who would have one named member . This could be the head teacher , bursar , individual teacher , governor or education officer . Licentiate members have no",who would be named in the school's by-laws or in the school's constitution. The school's by-laws state that the school has the right to appoint,0.9,8325,entailment
Completely benign tumor is oncocytoma (it represents about 5 % of all kidney tumors).,Completely benign tumor is oncocytoma (it represents about 10 % of all kidney tumors).,0.5,226,neutral
indicates that the problem in Brookside is that it is used as a cut-through ( rat run ) . By far the majority of motor vehicles using this narrow street are not,indicates that Brookside is a good choice for an apartment complex. It is a very large building with a large parking garage,0.1,6713,contradiction
sat in . ljayrod@aol.com rs-ford 's comments : Looks good ... you must be on cloud nine !!! looks really good on the grass where did you find the same shade as,sat in. ljayrod@aol.com rs-ford's comments : I can't wait to see you in the car on your way home from work,0.9,10025,entailment
"appropriate RO systems , there are far fewer with the resources and expertise to help end users maximise the return on their investment once the installation and commissioning engineers work","there is no evidence to support the notion of the ROI, there is a lack of evidence to justify the notion, there is no reason that the investment should have a return",0.1,9393,contradiction
"an English style pub ) and more formal dining . There is a library , swimming pool , squash courts , a gym and various other athletic facilities . Business / casual", a pub in a small city ,0.1,5419,contradiction
room in D 17 at 419 3452 Those people at UCL can be contacted by snail mail at : Department of Physics and Astronomy University College London Gower Street London England WC,room in D 17 at 419 3452,0.5,5834,neutral
You may occasionally enjoy a good spirited debate or a 'brain-teaser'.,You are the most annoying person I have ever met!,0.1,506,contradiction
But ford has devised a test to prove them wrong -- and I agreed to play guinea pig.,The test was a complete failure. It took me a week and three failed attempts to get the same results I had with the original. I was so frustrated that I decided to stop trying.,0.5,2049,neutral
"election of my lifetime . The day before the election , I also trod the fine line of death . And that had a great impact on my life philosophy and my",election of my lifetime.,0.9,9125,entailment
"I now say with the benefit of hindsight, it was a closed book to me.",I am not sure that it is really that different.,0.5,785,neutral
"And the lime tree, lovely and tall, every leaf silent hardly looses even a last breath of perfume.","And the lime tree, lovely and tall, looses a breath of perfume every leaf silent hardly loses.",0.9,2739,entailment
"significance to the international community . The journal also publishes original information papers and innovative case studies of international significance . All papers undergo BRI 's rigorous , highly selective double-blind refereeing","the international community. The Journal of American Studies is an internationally recognized, peer reviewed academic journal dedicated to the publication of original articles on American studies and related issues.",0.1,10501,contradiction
"including the despicable St ¸ rmer . To Hitler the trial smacked of a kangaroo court , and he told other Party leaders like Ley that he felt an injustice had","invented by a small clique within the party, and that the trial was an attempt by Stalin to get the blame for his own failings and to divert attention from the crimes of the party.",0.5,7982,neutral
The roots dissolve until the milk teeth fall out.,The roots dissolve and then fall into the milk.,0.5,4721,neutral
The hills on either side of the road were barely visible because of a dust storm.,"The hills on either side of the road were just as visible, but the sun shone through the clouds and the sun was bright enough to read by.",0.5,5100,neutral
? - 7 m 56 s second featurette that looks at Lara Croft from the video game perspective . Offer interviews with the games designers and discusses where Lara goes from here, - 5:20 m 16 s second featurette on the game's story and characters,0.5,5316,neutral
"the trial would seem to the world to be as unfair as Saddam 's kangaroo courts . That is not to say American justice is unfair . In fact , the",trial was conducted in a way that seemed to me a fair and impartial process. The ,0.9,7963,entailment
"alarms . The second is the provision of a comprehensive vehicle installation service ranging from panda cars to motorcycles . The last two Units also install , repair and maintain communications equipment","The second is the provision of a comprehensive vehicle installation service ranging from panda cars to motorcycles. The last two Units also install, repair and maintain communications equipment",0.9,7205,entailment
to minimise the use of robots because they were proving more expensive than plain old human beings . 3 Political life is in chaos . For decades Japan was governed by the,"Kanji is the most common writing system in Japan, so it's easy to learn and easy to write.",0.9,8188,entailment
"Heights Affair 's ' Dancin '' . Yet its heyday was down with the epochal melting pot of punk / funk / art / jazz / dub / disco , and Pat",Alfred's ,0.5,7635,neutral
. History Medieval bathing in Bath - History of Bath Medieval bathing in Bath The brass rings that can be seen visible in the walls record grateful bathers cured by the water,The brass rings that can be seen visible in the walls record grateful bathers cured by the water,0.9,10728,entailment
"to translate into something that can be finessed down to a statutory line on the balance sheet . Having said that though , using reliable valuation models and clearly constructed benchmarks by","the end-to-end process, the cost is a reasonable one.",0.9,10914,entailment
"When dirty money disappears offshore, it becomes more difficult for governments to tackle corruption.","When clean money goes offshore, it creates a tax haven where money can be made.",0.1,1158,contradiction
"A self-confessed thief, forger, and con artist, he used a roster of assumed names and false identities.","A convicted killer, he was executed after the state denied his request for a stay of execution.",0.1,921,contradiction
the bottom fell out of the knob business . Bob 's Probs - Bob 's agony aunt phone line went out of business because Bob kept laughing at peoples problems . Your,you're the only person in this town who doesn 't know how to drive,0.1,11066,contradiction
a bit of an insult really . Actors have seen singers flop on the silver screen ( Britney and Mariah to name a couple ) and you would think that thoughts,the same way that you have seen singers flop on the silver screen,0.9,6117,entailment
"The cotton candy had melted, and although he was a bit sticky he looked OK.","The cotton candy had melted, and although he was a bit sticky he looked ok.",0.5,996,neutral
"and Israel . Since the 60 s , Clintons , as one of the leading law firms in the music industry , has represented artists in the pop , rock and classical","and music industry, including artists such as Madonna, Michael Jackson, and Prince, as well as the music industry's most successful and influential acts, the Beatles, and the Rolling Stones ",0.9,7888,entailment
"There would eventually be a legal obligation on drivers to set limiters to the prevailing speed limit , but control would remain in the driver 's hands . A driver-operated speed limiter",Control would remain in the hands of the driver. A speed limiter would be a device that would be installed on the rear of the vehicle and would reduce the vehicle's speed in certain situations.,0.5,5661,neutral
"Carmella is missing, but will private eye Connor take the case?","Carmella is not missing, but private detective Connor is.",0.1,3791,contradiction
"meeting this Standard in their teaching , the analysis of , for example , video-based case studies of pupils for whom English is an additional language or the preparation of resources might","the analysis of, for example, video-based case studies of pupils for whom English is an additional language or the preparation of resources might",0.9,10452,entailment
"Organizations . IFLR 1000 is an international legal directory of the world 's leading financial law firms . It ranks firms that specialise in financial law in 115 jurisdictions , providing information","The IFLR 1000 is an international legal directory of the world's leading financial law firms. It ranks firms that specialise in financial law in 115 jurisdictions, providing information",0.9,7932,entailment
"English "" Get in , get out "" information Icons and other navigational aids Tear-out cheat sheet Top ten lists A dash of humor and fun Discover how to : Balance your", English ,0.9,10249,entailment
"to create new work and gives people in Shropshire a unique opportunity to see cutting edge art . "" "" Demand for exhibition venues outstrips available space in Shrewsbury , and","to provide a venue for the local community to showcase and promote their talents, skills and achievements.",0.1,9571,contradiction
do you remember putting your milk teeth under your pillow for the tooth fairy?,"you know, I'm not sure why, but I think that's why.",0.9,4738,entailment
"Dunsire went out under very heavy fire and rescued a wounded man from between the firing lines . Later another man , considerably nearer the German lines , it was heard shouting","Dunsire was wounded, and he returned to his unit to be treated.",0.9,9072,entailment
You can use the product global function to do matrix-matrix inner product multiplication.,I don't understand the product of the first and second columns.,0.1,2324,contradiction
tirelessly for General Pinochet 's release in what was to prove a truly bizarre political swan song . Political pressures from No 10 and Chile began to tell and Straw was forced, to make a U-turn and back the Chilean dictator's way. ,0.1,5514,contradiction
The remains of an iron ring to which a chain and iron collar would have been attached.,"The remains of a necklace, with a gold clasp.",0.5,4663,neutral
One problem is that the illegal loan shark will not be covered by consumer credit laws.,The other problem is that he will not be covered by consumer credit laws.,0.9,2791,entailment
"pupils to safeguard their reputation or position in school league tables . The association said head teachers had reduced their "" tolerance threshold "" for bad behaviour because competition for pupils and",targets for bad behaviour had risen.,0.5,8270,neutral
many young street girls are vulnerable to abuse which can also result in unplanned pregnancy,many young street girls are also at high risk of being exploited by gangs for forced labour and sexual exploitation,0.1,4984,contradiction
There is elbow room to address bold new topics and engage in new avenues of research.,The new topic is the impact of climate change on food security.,0.9,1515,entailment
"name in 12 ' tall letters . Tickets would be changing hands at 20 times face value outside the venue , there would be 200 groupies lined up at the stage door","Name in 10'tall letters. The band is in a state of flux. There are no plans to record a new album, but there's no reason why it shouldn't be out this year.",0.5,9240,neutral
The large entrance hall is light and airy with open galleried landings above.,The large entrance hall is dark and airy with closed galleried landings below.,0.9,1552,entailment
In this picture her normal goose egg is in the middle.,She is a normal goose.,0.9,1907,entailment
"in the Church of the Holy Wisdom has not yet been completed . And whatever crocodile tears are shed over 1204 , the modern West will certainly do nothing to prevent the",the Church of the Holy Wisdom is not yet finished.,0.9,9632,entailment
"By way of compensation, one boy wore a bow tie of purest white.","By way of compensation, one boy wore a bow tie of purest black.",0.5,462,neutral
"To get two letters passing it further down the line underlines the rather ivory tower approach by senior officers . "" Yesterday , a police spokesman said : "" Bedfordshire",The ivory tower approach to policing by senior officers ,0.9,8016,entailment
turned up on time because he remembered to wind his watch . Smith won the spelling bee because she knew how to spell ' antimacassar ' . Factive mental states are broad,he was not the only one to have his head turned when it came to the spelling bee.,0.5,5589,neutral
"The criminals are after bigger fish than journalists, and usually concentrate on the richer countries.","The criminals are after smaller fish, usually in countries that don't have enough money to protect themselves.",0.5,263,neutral
"i'm a flower child, a simple person who wants to change the world, create a revolution, give flowers to people and stop the vietnam war.","the flower child, simple people who want to change the world, create a revolution, give flowers to people and stop the vietnam war.",0.9,1793,entailment
the billing mechanism and price is different . Would n't it be better for the end user if the telephone call went with the internet traffic with the attendant price saving ?,I am not sure if the price is different. I have not been using the phone for a while now. I am not sure what is better for the end user?,0.9,9398,entailment
An accident report form will have to be completed for the insurance company.,A form will be filled out by the driver for insurance purposes. It is not required for any other purposes.,0.5,2431,neutral
In such a tense situation ] even a small little incident can result in a chain reaction which nobody will be able to control . ... [ A major conflict could ],The only thing you could do is to leave the country and never come back.,0.1,10327,contradiction
The close call with death left her deeply religious with a great devotion the Virgin Mary.,The close call with death left her deeply religious with a great devotion to the Virgin Mary.,0.9,735,entailment
"about speeding vehicles , including the delivery lorries and the road being used as a rat run . John stressed that everyone with views on the proposals should write to the Planning","about the safety of cyclists, John was concerned that the proposals would result in the closure of many roads. John wrote that the road closures would be a disaster for the local community and the environment.",0.1,6728,contradiction
Formal or informal contacts with the prime minister or his inner circle are now greatly prized by the persuaders.,Formal contacts are not always the best way to get a job or to advance.,0.5,2275,neutral
"at an elementary school in Trenton . I should have caught the mistake on that spelling bee card . But as Mark Twain once said , "" You should never trust a",the best teacher I ever had. I was a,0.9,5619,entailment
"Your cellular phone needs to be protected from water, extreme temperatures, scratches, and unnecessary falls.","Your cellular phone should never be placed in the microwave, it's a very bad idea.",0.5,688,neutral
"as a magistrate , and when a certain Lucy Bennett tried to sell him a silver spoon , he had her arrested : it transpired that she was the daughter of the","A.P.H.S. officer, and that the silver spoon had been given her as a wedding gift.",0.5,6097,neutral
"For all its seeming simplicity, the game is a real brain teaser.",It's not as simple as it appears. The game is really a brain teaser.,0.9,477,entailment
And he has a black goose egg on his forehead.,The black goose egg on his forehead is a black goose egg.,0.9,1888,entailment
The idea of Art and Culture blending with the 9 - 5 of the city rat race is a hard one to imagine . The two do n't exactly mesh do they,"I don't think it is a good idea at all. It's the same thing, the City of Detroit is being taken away from the people, from the artists, from the creatives.",0.5,6839,neutral
"Fortunately, the majority of the factors can be changed by you with a little elbow grease.","Unfortunately, it's just not easy.",0.5,1465,neutral
A noble gas configuration is reached if these are lost to form positively charged ions (cations).,"A noble gas configuration is reached when the positively charged ions form negatively charged atoms, and vice versa.",0.5,3239,neutral
"fixed at $ 2.67 to the US dollar , but beware lower rates when using credit cards and at some hotels and restaurants , often $ 2.60 or lower . I brought","fixed at $ 3 to the US dollar, but beware lower rates when using credit cards and at some hotels and restaurants, often $ 3.10 or lower. I brought",0.9,9749,entailment
"was a lot of subdued giggling , as many people got into ill-practised , uncomfortable lotus positions and looked as though they were trying hard to relax . I do n't think","I was in an uncomfortable state of mind. I think I was trying to do too much and I think that's a bit like the whole of life, really.",0.5,7798,neutral
"here the large mammals and birds , whether flightless or not , were the proverbial sitting ducks . enlarge friends flying mammals above town Bats are the only mammals to truly fly",there are many different kinds of mammals that are not birds or bats,0.5,6022,neutral
s red logo . Trousers and shorts should be navy and worn with the school polo shirt and sweatshirt . Girls may wear navy skirts or pinafores in the winter and blue,s white logo. Girls should wear shorts and skirts in the summer and wear pinafores and dresses in the winter. Boys can wear white shirts and jeans,0.1,7071,contradiction
all translators translate into mother tongue and live in-country.,all translators translate into a different mother tongue than their original language.,0.5,4788,neutral
"motorists are asked to avoid parking in isolated or darkened areas of camping sites or parking lots . Tourists are advised to conceal bags and purses even when driving , and to","park in the center of a parking lot, and to",0.9,7129,entailment
"constant battle for us , as he is a morning person & I am a night owl , so I find that going to sleep at 9.30 really cuts out the best","I don't like the night time, I like to get out of the house and do something, I like to be outside, I like to be active",0.1,7347,contradiction
"Documents can be sent electronically or printed, and then mailed using the standard mail service.",Documents can be mailed or faxed to a printer or computer. They can also be downloaded onto the computer.,0.5,2878,neutral
Freud returned from Paris determined to study and treat mental disorders.,Friedkin returned from Chicago determined to cure his patients.,0.1,4887,contradiction
a bit of an insult really . Actors have seen singers flop on the silver screen ( Britney and Mariah to name a couple ) and you would think that thoughts,would be more in tune with reality. I would say you have a lot to think about.,0.5,6121,neutral
"scaling the heady heights of Last of The Mohicans and Heat , Mann has hit rock bottom with his attempted resurrection ... read more You , Me and Dupree [ 12 A","the most successful film in the world, a film so successful that it's now being made in a foreign territory... read more ",0.1,6640,contradiction
"critique of the Goddess as a relational symbol in postmodern technological societies How human beings relate to technology , a very processed form of nature Covent Garden Nature in",critique of the Goddess as an abstract concept,0.5,8170,neutral
"three hypothetical five-year loans for £ 10 million taken out in March 1991 at an interest rate of 10.5 per cent . For the purpose of these examples , it is assumed",that the loan is paid back at a rate of 5 per cent.,0.9,8109,entailment
The fourth year is spent doing a research project in a 'real' research lab.,The third year is spent in a 'virtual' laboratory.,0.1,3906,contradiction
"To get two letters passing it further down the line underlines the rather ivory tower approach by senior officers . "" Yesterday , a police spokesman said : "" Bedfordshire",The police said they had not seen the letter.,0.9,8017,entailment
"If you want dirt, the private eye suggested, you should steal the man's garbage.","That's not dirt, it's the smell of a cat in a box.",0.1,3805,contradiction
how do children learn their mother tongue so quickly?,how do children learn to speak their mother tongue so quickly?,0.9,4797,entailment
"year . As a film , Chicken Little felt to me like it was a melting pot of every "" alien invasion film "" and "" outer space cartoon "" I have", I think the best way to describe it is like a ,0.9,7647,entailment
The days of triple-digit growth now seem like ancient history.,The days of double-digit growth now seem like the beginning of a new era.,0.1,39,contradiction
"As soon as they arrived at the circus, Adam bought popcorn and delicious cotton candy.","As soon as they arrived at the circus, Adam bought cotton candy and delicious popcorn.",0.5,1037,neutral
county of Dorset facing a funding crisis for the second year running that is causing head teachers to make their staff redundant and to appeal to parents to come forward with extra,the county's schools are struggling because of a lack of teachers and funding and that the county's head teachers have to make their staff redundant,0.9,8317,entailment
