sentence1,sentence2,label,index,gold_label
This often involved undercover work and feigned insanity to get into the insane asylum on Blackwell's Island.,This was a very long and arduous process that involved the use of a variety of methods and equipment to get into the school. The most common of which was a device called the ,0.1,2152,contradiction
We spend our formative years being obsessed by the city and considering suburb as a dirty word.,It seems to me that we spend a lot more time thinking about how we can live a more sustainable lifestyle and reduce our ecological footprint.,0.1,4079,contradiction
An accident report form will have to be completed for the insurance company.,You can get this form here: http://www.mycarinsurance.com,0.1,2184,contradiction
"widening of the pier deck in 1931 and the building of the Crystal Casino and swimming pool , a year later , in 1932 . Being situated on the East Coast ,","The Crystal Casino and swimming pool opened in 1932 and the pier deck was expanded in 1931, a year later.",0.9,4894,entailment
How does it feel to experience a close call only to come out alive and kicking?,How do I keep myself sane while being surrounded by people with so much power and wealth?,0.1,633,contradiction
The executioner fastened the iron collar round his neck.,"The executioner fastened the iron collar round his neck, and the iron collar was fastened around his neck.",0.9,4165,entailment
daughter Emma live in her Housing Association flat or if she could use her nest egg to help her father buy the council house . Explain to her whether,the Housing Association flat would be a suitable home for her. Explain to her how,0.9,6713,entailment
A government's success in reducing population movement should be a key factor in allocating economic aid.,The government of Canada has been successful in reducing population movement.,0.9,1269,entailment
... until the shenanigans of the abnormally resilient old woman put the couple through a crash course of bizarre and lunatic landlord obligations . OUR HOUSE is the hilarious new comedy about,"... a couple who have a crazy old landlord, who has an equally crazy tenant and who is trying to find a way to live in a place where the old woman has taken over the apartment.",0.5,8832,neutral
"you are have a passion for computers and an enquiring mind is most certainly not rocket science , in other words , if you are content to click a mouse , and","you are not interested in the technical aspects of the software you use, you are just happy to be able to play the latest and greatest computer games on the go.",0.9,5874,entailment
"night at 11.00 p.m. some two years earlier he had followed a cyclist in his panda car from the village , hoping that the man would realise he had failed to switch","The cyclist, a man in his thirties, was not a panda",0.9,6471,entailment
"of duty on the part of Wealden District Council over many years that no such car park exists . "" Looking at the group seated around the dinner table , it is",the council's decision to build an expensive new car park in the heart of the city centre.,0.5,9475,neutral
Her first prison term was for a book on freedom of speech.,Her second prison term was for a book on freedom of speech.,0.5,3372,neutral
"Architecturally magnificent , it is as clean as a whistle , and absolutely no monkey business goes on . What 's more , the entire 16 stages of the treatment are","A total breeze, and no monkey business goes on.",0.9,6765,entailment
"Dunsire went out under very heavy fire and rescued a wounded man from between the firing lines . Later another man , considerably nearer the German lines , it was heard shouting","He then took the wounded man to a place where he had been dug and then, after some time had passed, the man died. Dunsire returned and dug a new grave for the body.",0.5,8167,neutral
"work on a live account with a real client . "" It 's a two-week crash course focusing on what it 's like to work in a large agency , packed with","the basics, including the basics of what a live account is and what you need to know in order to get started.",0.5,8862,neutral
"not only , got to be connected into things but also to be a decent human being All that power can be corrupting . JC : The greatest strength of the",I am not the greatest strength of the,0.5,7355,neutral
The shepherd could be assured of a hot meal from the cast-iron cooking stove inside.,The dog could be assured of a good meal from the dog's kennel inside.,0.5,834,neutral
On 11 October 2005 the first round of presidential elections were held . The front runner George Weah led the field with 28 % followed by former World Bank official Ellen,The front runner George Weah led the field with 28 % followed by former World Bank official Ellen,0.9,8017,entailment
do you remember putting your milk teeth under your pillow for the tooth fairy?,do you remember putting my milk teeth under my pillow for the tooth fairy?,0.5,4261,neutral
I had a narrow escape by not being in the cinema at that time.,"It's not that I didn't want to go. I was too scared to go. I was just in a state of total shock and confusion, like, ",0.1,2727,contradiction
The geography of Scotland was a closed book to me.,It was only when I went to the University of Glasgow that I discovered that I was not alone in this.,0.5,719,neutral
@ £ 3 Fox Forty Whistle The ' Fox 40 ' waterproof whistle with non-corrosive brass ring . Use for sport or safety ( used by rescue professionals worldwide ) . Fox, @ £ 3 Fox 40 The 'Fox 40'waterproof whistle with non-corrosive brass ring. Use for sport or safety ( used by rescue professionals worldwide ). ,0.5,9649,neutral
"to write and spanning over 2,100 pages . Wired have digested it and provided a cheat sheet in their March issue . I wonder if Alexander approves of this abridgment - I","to write and spanning over 2,100 pages. Wired have digested it and provided a cheat sheet in their March issue. I wonder if Alexander approves of this abridgment - I",0.9,9258,entailment
"Along with the fall in birth rate, the country experienced a soaring level of education.",It has also been reported that a large number of the new graduates in the country are unable to find a job.,0.5,297,neutral
The police are getting nowhere and private eye Billie Winkie has mysteriously vanished.,It seems that he's not alone in his quest to find the missing girl.,0.5,3424,neutral
THE TIMES EDUCATIONAL SUPPLEMENT ) and as a broadcaster for the BBC and various independent radio stations . He was the editor of BOOKS FOR KEEPS from 1989 till 1996 when it,"has since then become a freelance journalist, and has written articles for various national and international newspapers and magazines",0.1,6156,contradiction
Corridors led to dead ends and doors which were locked.,There were a lot more people who were in the hallways and the hallways were not that long and there was no one else around.,0.1,4044,contradiction
Peter Lilley describes money laundering as the cleaning of dirty money generated by criminal activity.,He says that the best way to clean up the financial system is to stop the flow of money through criminal activity and to clean up the dirty money that is generated by that.,0.5,1021,neutral
"So I saw what was working and what was not . I had a cheat sheet , a list I kept in case we ever had the chance to build a","A new house. It was a good idea to have a cheat sheet for the whole process, but it was not the best idea to have the cheat sheet for the whole house.",0.9,9239,entailment
"a new pair of jeans or a pretty skirt will end up in a major guilt trip if the money is not her own , hard-earned cash . What makes matters worse","the money is her own, but she is still in a major guilt trip",0.9,7538,entailment
"They had complaints of alcohol poisoning, mental disorders and liver disease.",I had a complaint about a neighbor that I could never reach and I didn't want to go through that hassle. I was also worried about my son's mental illness and his future.,0.1,4410,contradiction
"encourages Black , Asians and Orientals into underrepresented occupational fields and also identify much needed role models . 4 . The DIVERSITY LECTURE in the House of Commons ( February ) which",encourages all Canadians to be better advocates for their community and to work for a more just society,0.5,5794,neutral
"self-discipline . Food can also be about weight , and weight gain - an instant guilt trip for many women . Some women live in areas , and on incomes , where","food can also be about weight and weight gain, and weight loss is not a real possibility.",0.9,7528,entailment
can simply update the firmware and modem drivers by downloading patches from the modem manufacturers web site . It may be best to contact the manufacturers of your modem in the first,"If your modem has an internal web interface, you may be able to access the web interface by using a web browser.",0.5,4701,neutral
"You were a kind of guinea pig, as well as one of the architects of the assessment.","You're a guinea pig, too, but it's more like a guinea pig in a laboratory.",0.9,1798,entailment
". In single-space typescript it runs to over 4,000 pages . It is a veritable gold mine of sociological , political , and cultural material . He is teaching an Honours module","He is teaching an Honours module about the'sociological, political and cultural'. It is the kind of thing you would find in the library of a university.",0.9,7961,entailment
"Fortunately, the majority of the factors can be changed by you with a little elbow grease.","Unfortunately, it is not so easy to change some of the factors. For example, you might have a problem with the number of people in your life.",0.5,1317,neutral
"Animal, plant and insect remains are also better preserved in the waterlogged conditions than on dry land.",The remains are better preserved in the waterlogged conditions than on dry land.,0.9,1114,entailment
"whilst your average lager drinker prefers to sit cross-legged on the floor in the lotus position , contemplating paradise with a glass of amber nectar . And if you think this","is a bit much, then you can have a glass of water.",0.9,7033,entailment
"shopping , the first thing to remember is that you should not park in the parking lot and walk to the mall buildings , because you will probably get killed . Instead","the next thing to remember is that you should not park in the parking lot and walk to the mall buildings, because you will probably get killed. Instead",0.9,6393,entailment
"well . But who would have thought that one day theme park rides , and video games , would be turned into a full length film . House of the Dead is",But it wasn't all that long ago that video game consoles were the most common game system. Now they are relegated to being the latest thing to play at a kid's birthday party.,0.1,4798,contradiction
that information as set out in this Privacy Policy . Young Lives is an international research project that is recording changes in child poverty over 15 years . Author 's home page,I have never used the internet before. I have never heard of a company called Young Lives before,0.1,5979,contradiction
"News , April 2002 . By Stephen Spark Nepotism , fraud , gross misbehaviour , kangaroo courts and libel - these are just some of the serious charges being laid against decision-makers",The government is determined to make sure that those who are not fit to hold office are not given a chance to make mistakes.,0.9,7230,entailment
Bin Bin fails the test for the army and borrows money from a loan shark.,"Bin Bin is a failure for the army, and borrows money from a loan shark.",0.9,2478,entailment
cause is often a breakdown in communication or record keeping and the hunt for the smoking gun ( the Post-It-Note on the job docket ) is the only way proof can be,The only time I have ever had a real problem was with my father. He would always be angry and I had no idea why,0.1,5299,contradiction
"school or local authority who would have one named member . This could be the head teacher , bursar , individual teacher , governor or education officer . Licentiate members have no",the right to vote or to stand for election. This is the only way they can be involved in the school's affairs.,0.9,7516,entailment
And he has a black goose egg on his forehead.,"And she is very, very pretty. I have a very good feeling about her.",0.5,1700,neutral
"is live music on some nights . OTHER ACTIVITIES There is a sports centre , swimming pool , gym , sauna , ice rink and paragliding . Take it easy at Les","is a beautiful city. Other ACTIVITIES The city is known for its museums, galleries, theatres, and opera. Take it easy at Les",0.1,4914,contradiction
we went to Guernsey last September we were all decked out in a specific tour polo shirt . We looked the best team there and everyone knew who we were ( this,we were all decked out in a specific tour polo shirt. We looked the best team there and everyone knew who we were,0.9,6281,entailment
The corporation reported 40% improvement in Q3 net income.,The Corporation is planning on a $10 million increase to its workforce in the coming months. The plan is to hire 10 new employees and increase its current staff by 5 employees in the coming month.,0.5,2805,neutral
They will deal with all situations tactfully and with sound judgement.,They will deal with all situations tactfully and with sound judgment.,0.9,3618,entailment
The shepherd could be assured of a hot meal from the cast-iron cooking stove inside.,The shepherd could be assured of a hot meal from the cast-iron cooking stove.,0.9,831,entailment
two short demos : - IFV Demo - Smoke Burst Demo To show off some eye candy this week we have a new map that has been under development by Jilted .,This week we have the Smoke Burst demo that we have been working on for the past week.,0.9,8381,entailment
"The cotton candy had melted, and although he was a bit sticky he looked OK.","The cotton candy had melted, and he looked OK.",0.9,883,entailment
Other elements in the periodic table react with other elements to gain the 'more stable' noble gas configuration.,Other elements in the periodic table react with other elements to gain the'more stable' noble gas configuration.,0.9,2901,entailment
"The biggest fish will always claim the best lies, with smaller fish in progressively less pleasant lies.","I'm sure that there is a good reason why he was so nice, and he's probably right. I'm not so sure about this.",0.1,260,contradiction
"Carmella is missing, but will private eye Connor take the case?",Carmella was in a bad way when we last met.,0.5,3392,neutral
We were told at that time it was a slow growing benign tumor and to watch and wait.,The tumor grew and grew until it was so large it was inoperable.,0.9,182,entailment
The baldy man is a gormless half wit who is some distance apart from normality.,The baldy man is a gormless half-wit who is some distance apart from normality.,0.9,1919,entailment
We provide: mattresses; mattress cover and clean under sheet; pillow and pillow slip.,We provide: mattresses; pillow and pillow slip; under sheet; clean under sheet; pillow.,0.9,3190,entailment
"here the large mammals and birds , whether flightless or not , were the proverbial sitting ducks . enlarge friends flying mammals above town Bats are the only mammals to truly fly","the large mammals and birds, whether flightless or not, were the proverbial sitting ducks. ",0.5,5402,neutral
"In this way, the vest resembles a typical 'life vest' used by boaters.",The vest looks like a typical 'life vest' used by boaters.,0.9,2369,entailment
with nature Ladybirds ; they do n't make a meal of aphids UEA team on cloud nine Compost is not just a load of old rubbish Storm forecasts have real value Volcanoes,The team is very excited to see what they can accomplish with this project. We are also looking forward to seeing the impact of the project on other areas of the University.,0.5,9039,neutral
the floor so we decided that two older ladies trying to get up from the lotus position on the ground would more than likely demolish the teepee and thought we 'd give,a little time for the boys to get ready,0.9,7004,entailment
"one less hour for debate , so those on the Tory Front Bench are shedding crocodile tears . Listening to the debates on some of the amendments this afternoon , I felt",I felt that those on the Conservative Front Bench were shedding crocodile tears.,0.9,8664,entailment
"1916 , HMS King Edward VII was mined off Cape Wrath , and with both engine rooms flooded HMS King Edward VII capsized 12 hours later and sunk . Kinsha Name Origin","1916, HMS King Edward VII was mined off Cape Wrath, and with both engine rooms flooded HMS King Edward VII capsized 12 hours later and sank. Kinsha Name Origin",0.5,8400,neutral
Rather than come to terms with his alien origins he voluntarily enters an insane asylum.,"I don't really have any idea where this is coming from. I've been trying to figure this out for the past five weeks, and it's not working.",0.1,2116,contradiction
"shutdown . Ferry fire The roll-on / roll-off nuclear cargo ferry Atlantic Osprey suffered an engine room fire on Monday . The vessel , formerly known as the Arneb , was en",totally unrelated fire at the U.S. Navy base in South Korea. The incident occurred when a ,0.1,8420,contradiction
athletes and distorted views of gender and race . Criticisms have been made about the lip service paid by some athletes and college administrators to the academic courses being undertaken by the,"The University of Michigan has a long history of providing a safe, supportive environment for students who have been marginalized.",0.9,7081,entailment
Tennis elbow is the consequence of a variable combination of acute and chronic overuse of the wrist extensors.,Tennis elbow is caused by an acute overuse of the wrist extensors.,0.9,3810,entailment
Can I take my baby buggy on to the London eye?,"I'd like to get the best view from the window on the Thames. I think the London Eye would be a good spot for the buggy, as it has the highest viewing angle. ",0.5,60,neutral
"to all costs arising from its use . RadioCart is a program used by many radio stations around the world , which allows for the playing of WAV files as jingles ,","The program can also be used to create music, and to create soundtracks for movies. RadioCart is used in many countries, and can be used in the United States, as well.",0.5,6199,neutral
"solution however that is no excuse for not answering the telephone , not replying to snail mail , not replying to online support request submissions and not replying to emails to the",office and/or to the person who has sent you an email to the ,0.1,5181,contradiction
have wheel chair access to the hall where the mural can be viewed from the ground floor but we do not have lift access to the first floor which limits a full,"view from the ground floor but we do not have lift access to the second floor, we have to walk around to get to that area",0.1,7657,contradiction
ourselves of the very valuable nature of our profession . We have also to be role models to young people who will become valued and respected citizens with high personal and moral,"We are a small, independent and highly effective organization with a strong commitment to the public and a strong desire to make the world a better place.",0.5,5805,neutral
"Groups Larger groups may be possible but need very careful introductions as groups develop a pecking order . If another animal is introduced the pecking order has to be re-established , which",can be very difficult. If the other animal is not introduced correctly the pecking order will be disrupted. This may cause a fight between the two groups.,0.9,6360,entailment
"Along with the fall in birth rate, the country experienced a soaring level of education.","In the past, the country had a high level of education. However, it has been steadily declining since the 1980s.",0.5,296,neutral
"got ?! "" exclaimed Mick as he carried out another in a long succession of grandfather clocks . "" Nine ! "" said Dickie . "" One for every room plus one",I was in the middle of doing something else and suddenly a door slammed shut. ,0.1,7862,contradiction
A loan shark is someone who lends money at a high weekly interest rate.,I have a loan shark on my block.,0.9,2462,entailment
Extortion carries a prison term of one to 15 years.,The government's policy of using asset forfeiture laws is a violation of the 4th amendment.,0.1,3359,contradiction
The can makers have introduced three new slim size cans into the market place this year.,They are made by the Can-O-Mat and they are very easy to fill up with the can opener. The can opener has a special design that allows it to easily fit in the can.,0.5,2647,neutral
Her clinical experience has been on children with physical disabilities and mental disorders.,Her clinical experience has been on children with mental disabilities and physical disabilities.,0.9,4415,entailment
"as well as having to pay pensions for longer , the current climate of low interest rates adds to the expense of purchasing an annuity . Pension funds are having to set",up their premiums as the market continues to be volatile.,0.9,7301,entailment
"about speeding vehicles , including the delivery lorries and the road being used as a rat run . John stressed that everyone with views on the proposals should write to the Planning",I don't know the answer to the question and the only person that knows is a council officer. I am a motorist and would have no idea what is going on,0.1,6041,contradiction
"Yes it is a relief knowing I am not a nut case, or at least not totaly.","I was going to go to the gym today and was told by a friend not to because I am not on the wagon, or a nut case.",0.1,2947,contradiction
They have been called home to their eternal rest and we are left behind.,The world is a dangerous place. It's a world of many dangers and we're not prepared for them.,0.1,1455,contradiction
I think perhaps that zap-it-up games are becoming a little bit old hat.,I think that zap-it-up games are a little bit old hat.,0.9,3033,entailment
"PM Looks totally ace , nice work guys ! The new theme is some nice eye candy . fe_de_ 7 Jun 10 2006 , 10 : 16 PM QUOTE ( Moore @","PM Looks totally ace, nice work guys! The new theme is some nice eye candy. ",0.9,8344,entailment
"more modern methods are used to amplify portions of DNA , typified by the polymerase chain reaction ( PCR ) . The use of DNA sequencing has rendered distance measures such as",the CCR5 gene to be more precise.,0.5,9272,neutral
have wheel chair access to the hall where the mural can be viewed from the ground floor but we do not have lift access to the first floor which limits a full,view of the mural from the ground floor but we do not have lift access to the first floor,0.9,7648,entailment
"including the despicable St ¸ rmer . To Hitler the trial smacked of a kangaroo court , and he told other Party leaders like Ley that he felt an injustice had",been done to him.,0.9,7205,entailment
There are two entrances into the cottage from the main courtyard . One of the ground floor bedrooms has an entrance directly into one double bedroom and the other wide french doors,The other entrance is through an open doorway to a bedroom that has a small balcony and a window that overlooks the courtyard,0.5,7643,neutral
"fixed at $ 2.67 to the US dollar , but beware lower rates when using credit cards and at some hotels and restaurants , often $ 2.60 or lower . I brought","fixed at $ 3.00 to the US dollar, but be careful with the higher rate for the same hotel, and be careful at the airport when paying cash",0.1,8798,contradiction
"If you're an old-timer, you might remember some of these events, perhaps in their European parallels.",In the U.S. the events are more likely to be remembered as the events in our own history.,0.5,3114,neutral
" ( Man , 30 - 45 , London ) , ' It 's a gravy train . They 've all doubled their wages ' ( Man , 30 - 45 ,"," ( Man, 30 - 45,",0.9,7680,entailment
"up with the Government position here ( mainly pro-badger killing ) , visit the DEFRA web site , and use the search function to trace papers about badgers and tuberculosis . Action","up with the Government position here ( mostly pro-badger killing ), visit the DEFRA web site, and use the search function to trace papers about badgers and tuberculosis. Action",0.9,4713,entailment
viewed with Internet Explorer Back to SA main site Contact us : By email By snail mail : Strange Attractor PO Box 51339 London N 1 3 XY UK Family SA Arthur,By mail: PO Box 1339 London NW1 2HX United Kingdom Fandom,0.1,5208,contradiction
Under one-party-rule there was no elbow room for the democratisation of Taiwan.,The Taiwanese government is not a democracy and the Taiwanese government should be overthrown.,0.1,1351,contradiction
of galaxy formation and evolution and of the enrichment of the intergalactic medium . This web site is part of a research project by Graham Thurgood who is a senior lecturer .,The site is an example of the new and exciting research in astrophysics that has been conducted over the last few years.,0.1,4729,contradiction
Being part of a research lab provides at times very exciting fieldwork experiences for individual students.,In a lab setting it can be difficult to maintain focus on a single topic.,0.1,3506,contradiction
"confirm the identity of the buyer , but Kruidvat appears to have emerged as the front runner . Top of the page Call on Lords to scrap clause 67 The Association of","confirm that they will not be able to sell the property, and the buyer appears to have emerged as the front runner.",0.5,8054,neutral
It was working . The game was being played as we wanted and then the game plan took a dramatic turn of events ; with the play sublime the ball must have,We were able to make a few adjustments and we got a few key goals in the final minutes and we were able to get a result.,0.9,7998,entailment
of these men who gave their lives . Okay they were not on the front firing line but they risked their lives .... never was so much owed to so few .....,They were on the front firing line but they did not risk their lives but they gave their lives....,0.9,8145,entailment
indicates that the problem in Brookside is that it is used as a cut-through ( rat run ) . By far the majority of motor vehicles using this narrow street are not,indicates that the problem in Brookside is that it is not a safe place for pedestrians to cross.,0.9,6018,entailment
He gave me some Spanish books and a pocket book and diary.,I got the diary because I'm not sure if I'll be able to read it.,0.1,3249,contradiction
"at the museum , such as a Home Guard uniform and even a 1940 s cocktail dress owned by the Mayor of Oxford 's wife . There are also civil defence plans",The Mayor of Oxford and the Mayor of London were both present at the ceremony to unveil the new museum.,0.5,8979,neutral
It will be your responsibility to update your record book which will show evidence of your experience and achievements.,"Your responsibility will include: completing all of the above requirements, and reporting the results to the school counselor.",0.5,3470,neutral
"graduate students ; draw to the attention of the MCR Committee the welfare interests of graduate students , and the implications of its policies for welfare issues ; organise such events concerning",a graduate student who is in a position to make an important contribution to the welfare of other graduate students.,0.5,7897,neutral
"as experienced and weaved together by a lone and quirky bellhop on his first graveyard shift . Utilizing visual satire to depict five revolving scenaros , director Robby D engages all","as an ensemble of characters, all of which are drawn to each other through their mutual interest in the work, the bellhop, and the graveyard shift.",0.5,7776,neutral
There is elbow room to address bold new topics and engage in new avenues of research.,"There are many other avenues to address and engage in, and many people in the field are engaged in new areas.",0.5,1363,neutral
democracy is not just about human rights and elections - it can also deliver effective public services and development . Free votes and discussion can prevent the reign of tyrants and allow,democracy is not just about human rights and elections - it can also deliver effective public services and development. Free votes and discussion can prevent the reign of tyrants and allow,0.5,6260,neutral
your gallery available to hire by new artists ? No Can artists . Join your mailing list ? Yes Attend private views ? Yes How do you usually find work / artists,"you have an extensive network of contacts in the art community, but not many artists that you are looking to hire. How do you find new work?",0.5,6955,neutral
basic as a parking spot is utterly unacceptable . MID-EAST CRISIS IS BEYOND TALKING THE blame game started in earnest this weekend after yet more carnage in the Middle East . Thousands,The world must do more to stem the tide of violence. I will continue to work closely with our allies to do so.,0.9,9701,entailment
"Documents can be sent electronically or printed, and then mailed using the standard mail service.",A letter is not a letter.,0.1,2570,contradiction
pillows and bed linen provided . Cot available . BATHROOMS Two : one on the ground floor and the other on the top floor . Both have bath with electric shower over,pillows and bed linen provided. Cot available. BATHROOMS Two : one on the ground floor and the other on the top floor. Both have bath with electric shower over,0.5,7628,neutral
"When iron collars will be rounded over their necks, and the chains, they shall be dragged along.","If you want to get something out of your body, then you must have a strong stomach. It will be a very painful process.",0.1,4209,contradiction
Is your product a premium product that costs more that the average in the market place?,"Yes, my product is premium and it costs more than the average in the market place.",0.9,2624,entailment
"He learns the truth, that his mistress is also his half-sister.","She is not his half-sister, but her half-sister is also his mistress.",0.9,1888,entailment
It is an idea of half wits that scientists themselves must falsify their own ideas.,"Scientists do not need to disprove their own ideas, they need to be more open and transparent with their work, so the public can be more skeptical of their findings.",0.1,1951,contradiction
A woman suspects her husband has rekindled an affair with an old flame.,A woman is suspicious of her husband's new girlfriend.,0.9,3009,entailment
"Staffordshire . Logopolis & logo police . Not the badge on the side of a panda car - Dr Who went to the former , the latter practise logography . M Moat",The police force in Staffordshire are called ,0.1,6510,contradiction
"self-discipline . Food can also be about weight , and weight gain - an instant guilt trip for many women . Some women live in areas , and on incomes , where",they are forced to choose between eating well or buying food that is not healthy.,0.9,7527,entailment
Kabul is now hot and dusty with frequent dust storms.,I'm a big fan of the new Star Wars film and am excited to see it.,0.1,4568,contradiction
The close call with death left her deeply religious with a great devotion the Virgin Mary.,She is deeply religious with the Virgin Mary.,0.9,662,entailment
"particular aircraft . I also have to define the control surfaces , probably with ' fine line decals ' . The small size of my models means that some components have to",be made from a very fine line material. I will have to make some of my own. The aircraft is a'very fine line model.' I will have to,0.9,8189,entailment
health insurance quote georgia individual health insurance individual health insurance in california association california guarantee health insurance life health insurance ny short term blue cross shield health insurance child health insurance maryland,Health insurance quotes for a young family with a baby,0.5,7451,neutral
"You're going to be top dog, number one, king of the jungle.","We're going to have to get used to it, but I'm going to be number one, king of the jungle.",0.5,3876,neutral
"a beautiful , tiny and completely unspoilt village in Northamptonshire which is used as a rat run between our local town and a much larger city . I have absolutely no objection","I'm not sure if I would say that the village is completely unspoilt, but there are a few things which I would point out.",0.5,6054,neutral
"If you're an old-timer, you might remember some of these events, perhaps in their European parallels.",The first time I heard about the war in Bosnia in 1995 was when the news came in.,0.5,3111,neutral
"to create new work and gives people in Shropshire a unique opportunity to see cutting edge art . "" "" Demand for exhibition venues outstrips available space in Shrewsbury , and",to create new work and gives people in Shropshire a unique opportunity to see cutting edge art.,0.9,8608,entailment
"dads working two jobs , dead end jobs , labor workers , helpers , graveyard shift workers , long commuters , students and on and on and on . Actually ,","dads working two jobs, dead end jobs, labor workers, helpers, graveyard shift workers, long commuters, students and on and on and on.",0.5,7750,neutral
"of the National Consumer Council , put it : We must move beyond the blame game and start giving parents real practical help . The majority of snacks aimed at children","of the National Consumer Council, put it : We must move beyond the blame game and start giving parents real practical help. The majority of snacks aimed at children",0.9,9730,entailment
"wins battle for the . no domain name One of the world 's most popular search engines won the rights Thursday to the Norwegian domain "" google . no . "" It",will have to pay a fee of about 1 million dollars.,0.5,5597,neutral
ladies ) . Formal evenings require a suit or dinner jacket for men and a cocktail dress for ladies . The rating for children is Very Good . Facilities for children are,ladies ( ). Formal evenings require a suit or dinner jacket for men or a cocktail dress for women. The rating for children is Very Good.,0.5,8952,neutral
It may be that the pay-off for using bleach free products is a little more elbow grease!,I've been thinking about the fact that there are so many things that you can do that you can't do if you're not used to doing things.,0.1,1303,contradiction
studying and observing individuals whose personal success in their field qualifies them as exceptional role models . No wonder they call it the study of excellence - the art of change,"The art of change is a very important concept for any leader. In fact, it is one of the core concepts of our business, as well as one of the core tenets of our philosophy.",0.5,5767,neutral
"establishment , and its numerous interconnections with the Bush administration and with traditional liberal internationalist think tanks and foundations , such as the Council on Foreign Relations . Finally , I am",not entirely sure if the ,0.5,4834,neutral
"loss of personnel ( 55 % ) . However , what made UK firms "" sitting ducks "" according to the CMI , was the fact that most continuity plans failed to",The UK's economy ( 3.2 % ) was ,0.1,5420,contradiction
The news agency which filmed this event was threatened until it agreed to withdraw the footage from circulation.,"I have been working for the BBC for almost a decade. I have never been threatened with violence, nor have I ever been asked to withdraw my work.",0.9,2851,entailment
"school or local authority who would have one named member . This could be the head teacher , bursar , individual teacher , governor or education officer . Licentiate members have no",a board or other organisation that would have to be consulted to make a change. This could be a board or a local council.,0.9,7515,entailment
The house is located on a dead end street.,A man was driving a van down this street.,0.1,4004,contradiction
Her half-sister was an inmate of an insane asylum.,He is a half-sister to her.,0.9,2119,entailment
"wait until the predictions are more certain before taking action to control or prepare for climate change ? This is not a scientific question and , hence , outside the remit of","The IPCC is an organization of climate scientists, not climate scientists, but climate scientists, and so the IPCC is a scientific body, and so the IPCC is not outside the remit of science",0.9,9108,entailment
ourselves of the very valuable nature of our profession . We have also to be role models to young people who will become valued and respected citizens with high personal and moral,ourselves of our profession and our profession of the very valuable nature of our profession,0.9,5802,entailment
"powerhouse providing infectious enthusiasm . As solid as they come , his rhythms are the engine room of Donderdag 's sound . He has a wealth of experience and having collaborated with",the likes of,0.9,8423,entailment
Junction Road became lined with flashing beacons as the four zebra crossings along its length became active . Motorists were being warned to take extra care in,The intersection of Route 9 and Junction Road was the only one of its kind on Route 9 and was the most dangerous for motorists.,0.5,4687,neutral
"each room is full of various nasties , such as waves of flying books , grandfather clocks that explode spraying debris across the screen , and pieces of flying crockery . Your","is full of various nasties, such as waves of flying books, grandfather clocks that explode spraying debris across the screen, and pieces of flying crockery. Your",0.9,7842,entailment
Arts Employment How to Apply Entry only by application and successful interview . For an application form please contact Student Services on 0 1946 839300 . If you need any help in,"The arts, please see Student Services on 0818 726 6500. If you need any help with the",0.5,9914,neutral
"Gardeners Watching Gordon Taylor and Guy Cooper in action is like stumbling across a TV gold mine ! Apart from their instant star appeal , this is a funny and charming duo","It was a great feeling to watch them in action, as they were both so different from the other guys in the field",0.5,7940,neutral
and starts processing my car rental . The rental cars are located in an adjacent parking lot just out side the main terminal building . No need wait for a bus to,I have no choice. I have to drive to the other terminal building to get my car.,0.9,6424,entailment
"not to be sniffed at - but beyond that , is this all just another guilt trip for harassed parents ? I have three small children and my youngest , who is",not a bad kid but he has a lot going on. He's got a girlfriend and a new job and he is going through some personal issues,0.5,7557,neutral
"power efficiency figures , and have a similarly large effect on the distribution costs per radio station . The effect of transmission frequency -- which seems to be somewhat overlooked -- has",the potential to increase the total cost per radio station.,0.9,6178,entailment
in Primaries to teach MFL . It has resulted in a meeting being arranged for head teachers in Colchester Secondaries to discuss this with the Director of Languages at Thomas Lord Audley,in Secondaries to discuss this with the head teachers,0.5,7484,neutral
We can form such a matrix from n vectors in any vector space having an inner product.,A matrix in n-dimensional space is a vector space that contains a vector with the same dimension and an inner product between the vectors.,0.9,2057,entailment
"Sudoku is a game of pure logic, an addictive brain teaser.",Sudoku is an addictive brain teaser.,0.9,463,entailment
cope . Analysis of capacity issues in central government Chapter 9 draws both on the case studies and on wider information from interviews to identify the factors affecting capacity to manage water,The central government has been slow to respond to this issue,0.9,9415,entailment
Local Jobs Making it Work Our Local People in Local Jobs project is a research project that will consider the benefits and challenges of working and living on the same estate,Local Jobs Making it Work,0.5,6008,neutral
"presentation at our Annual Conference - it was n't easy as they were given the graveyard shift - yet no-one made their escape or even nodded off ! "" General Aviation and",presentation at our Annual Conference - it wasn't easy as they were given the graveyard shift - yet no-one made their escape or even nodded off! ,0.9,7782,entailment
"The  life vestunder your seat, with built-in whistle and flashlight, is next to useless.","The life vestunder your seat, with built-in whistle and flashlight, is next to useless.",0.9,2397,entailment
studying and observing individuals whose personal success in their field qualifies them as exceptional role models . No wonder they call it the study of excellence - the art of change,It seems that we have to change the way we think in order to make a better place to live. It's time to change our minds,0.1,5773,contradiction
a critically-acclaimed and faithful translation of Hugo Pratt 's famous existentialist hero to the silver screen . Set in the chaos during the fall of the Russian and the Chinese empires,"The movie was released in the US in 2010 and was a huge success, and has since become a major motion picture franchise.",0.5,5499,neutral
